"subj" "expt" "item" "cond" "pos" "word" "region" "rt" "dist.SR" "dist.OR" "RCType" "dist" "int" "lrt"
"60049" 52 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 1766 1 0 -1 1 -1 7.47647238116391
"60081" 52 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 1531 0 1 1 1 1 7.33367639565768
"60125" 52 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 1031 0 1 1 1 1 6.93828448401696
"60200" 52 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 1250 -1 0 -1 -1 1 7.13089883029635
"60220" 52 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 1000 -1 0 -1 -1 1 6.90775527898214
"60291" 52 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 1750 1 0 -1 1 -1 7.46737106691756
"60309" 52 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 1110 1 0 -1 1 -1 7.01211529430638
"60326" 52 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 2079 1 0 -1 1 -1 7.63964228785801
"60355" 52 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 1500 1 0 -1 1 -1 7.3132203870903
"60403" 52 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 1547 -1 0 -1 -1 1 7.34407285057307
"60423" 52 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 984 1 0 -1 1 -1 6.89162589705225
"60462" 52 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 1328 0 -1 1 -1 -1 7.19142933003638
"60499" 52 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 844 0 -1 1 -1 -1 6.73815249459596
"60651" 52 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 765 0 1 1 1 1 6.63987583382654
"60738" 52 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 938 -1 0 -1 -1 1 6.84374994900622
"60756" 52 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 859 0 1 1 1 1 6.75576892198425
"60873" 53 "RC1" 1 "a" "4" "पढ़ी_थी," "RCVerb" 953 1 0 -1 1 -1 6.8596149036542
"60891" 53 "RC1" 18 "b" "3" "खरीदी_थी" "RCVerb" 1828 -1 0 -1 -1 1 7.5109777520141
"61018" 53 "RC1" 7 "c" "4" "साफ_किया_था," "RCVerb" 781 0 1 1 1 1 6.66057514983969
"61034" 53 "RC1" 22 "b" "3" "पकड़ी_थी" "RCVerb" 531 -1 0 -1 -1 1 6.27476202124194
"61115" 53 "RC1" 16 "d" "4" "खोला_था" "RCVerb" 531 0 -1 1 -1 -1 6.27476202124194
"61149" 53 "RC1" 5 "a" "4" "खरीदी_थी," "RCVerb" 469 1 0 -1 1 -1 6.15060276844628
"61222" 53 "RC1" 21 "a" "5" "उठायीं_थीं," "RCVerb" 453 1 0 -1 1 -1 6.11589212548303
"61279" 53 "RC1" 13 "a" "4" "सुलझाई_थी," "RCVerb" 890 1 0 -1 1 -1 6.79122146272619
"61300" 53 "RC1" 4 "d" "3" "खाया_था" "RCVerb" 453 0 -1 1 -1 -1 6.11589212548303
"61318" 53 "RC1" 12 "d" "5" "दिखाया_था" "RCVerb" 438 0 -1 1 -1 -1 6.08221891037645
"61337" 53 "RC1" 17 "a" "4" "पहनी_हुई_थी," "RCVerb" 484 1 0 -1 1 -1 6.18208490671663
"61380" 53 "RC1" 3 "c" "4" "चुना_था," "RCVerb" 407 0 1 1 1 1 6.00881318544259
"61398" 53 "RC1" 15 "c" "4" "खरीदा_था," "RCVerb" 437 0 1 1 1 1 6.07993319509559
"61414" 53 "RC1" 6 "b" "3" "गायी_थी" "RCVerb" 516 -1 0 -1 -1 1 6.24610676548156
"61574" 53 "RC1" 10 "b" "3" "मांगी_थी" "RCVerb" 484 -1 0 -1 -1 1 6.18208490671663
"61599" 53 "RC1" 24 "d" "4" "बेचा_था" "RCVerb" 391 0 -1 1 -1 -1 5.96870755998537
"61630" 53 "RC1" 11 "c" "4" "बनाया_था," "RCVerb" 422 0 1 1 1 1 6.04500531403601
"61647" 53 "RC1" 19 "c" "4" "फेका_था," "RCVerb" 391 0 1 1 1 1 5.96870755998537
"61722" 53 "RC1" 9 "a" "5" "काटी_थी," "RCVerb" 422 1 0 -1 1 -1 6.04500531403601
"61775" 53 "RC1" 23 "c" "4" "उठा_लिया_था," "RCVerb" 453 0 1 1 1 1 6.11589212548303
"61823" 53 "RC1" 2 "b" "3" "खायी_थी" "RCVerb" 406 -1 0 -1 -1 1 6.00635315960173
"61841" 53 "RC1" 8 "d" "3" "रखा_था" "RCVerb" 454 0 -1 1 -1 -1 6.11809719804135
"61871" 53 "RC1" 14 "b" "3" "खरीदी_थी" "RCVerb" 438 -1 0 -1 -1 1 6.08221891037645
"61945" 53 "RC1" 20 "d" "3" "बनाया_था" "RCVerb" 484 0 -1 1 -1 -1 6.18208490671663
"62111" 54 "RC1" 4 "a" "4" "खायी_थी," "RCVerb" 609 1 0 -1 1 -1 6.4118182677099
"62170" 54 "RC1" 17 "b" "3" "पहनी_हुई_थी" "RCVerb" 4157 -1 0 -1 -1 1 8.33254893925264
"62209" 54 "RC1" 19 "d" "3" "फेका_था" "RCVerb" 1578 0 -1 1 -1 -1 7.36391350140582
"62247" 54 "RC1" 5 "b" "3" "खरीदी_थी" "RCVerb" 2656 -1 0 -1 -1 1 7.88457651059632
"62294" 54 "RC1" 12 "a" "6" "दिखायी_थी," "RCVerb" 1719 1 0 -1 1 -1 7.44949800538285
"62368" 54 "RC1" 13 "b" "3" "सुलझाई_थी" "RCVerb" 4000 -1 0 -1 -1 1 8.29404964010203
"62418" 54 "RC1" 3 "d" "3" "चुना_था" "RCVerb" 1203 0 -1 1 -1 -1 7.09257371597468
"62459" 54 "RC1" 23 "d" "3" "उठा_लिया_था" "RCVerb" 750 0 -1 1 -1 -1 6.62007320653036
"62509" 54 "RC1" 11 "d" "3" "बनाया_था" "RCVerb" 750 0 -1 1 -1 -1 6.62007320653036
"62536" 54 "RC1" 1 "b" "3" "पढ़ी_थी" "RCVerb" 516 -1 0 -1 -1 1 6.24610676548156
"62592" 54 "RC1" 16 "a" "5" "खोली_थी," "RCVerb" 938 1 0 -1 1 -1 6.84374994900622
"62694" 54 "RC1" 20 "a" "4" "बनायी_थी," "RCVerb" 500 1 0 -1 1 -1 6.21460809842219
"62714" 54 "RC1" 24 "a" "5" "बेचीं_थीं," "RCVerb" 750 1 0 -1 1 -1 6.62007320653036
"62806" 54 "RC1" 7 "d" "3" "साफ_किया_था" "RCVerb" 593 0 -1 1 -1 -1 6.38519439899773
"62826" 54 "RC1" 9 "b" "4" "काटी_थी" "RCVerb" 1922 -1 0 -1 -1 1 7.56112158953024
"62852" 54 "RC1" 14 "c" "4" "खरीदा_था," "RCVerb" 734 0 1 1 1 1 6.59850902861452
"62968" 54 "RC1" 22 "c" "4" "पकड़ा_था," "RCVerb" 531 0 1 1 1 1 6.27476202124194
"62984" 54 "RC1" 8 "a" "4" "रखी_थी," "RCVerb" 735 1 0 -1 1 -1 6.59987049921284
"63040" 54 "RC1" 15 "d" "3" "खरीदा_था" "RCVerb" 547 0 -1 1 -1 -1 6.30444880242198
"63071" 54 "RC1" 2 "c" "4" "खाया_था," "RCVerb" 2781 0 1 1 1 1 7.93056585423396
"63146" 54 "RC1" 18 "c" "4" "खरीदा_था," "RCVerb" 422 0 1 1 1 1 6.04500531403601
"63201" 54 "RC1" 10 "c" "4" "मांगा_था," "RCVerb" 1047 0 1 1 1 1 6.95368421087054
"63243" 54 "RC1" 21 "b" "4" "उठायीं_थीं" "RCVerb" 6625 -1 0 -1 -1 1 8.79860565085442
"63283" 54 "RC1" 6 "c" "4" "गाया_था," "RCVerb" 8328 0 1 1 1 1 9.02737861029481
"63398" 55 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 875 0 -1 1 -1 -1 6.77422388635761
"63523" 55 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 422 0 1 1 1 1 6.04500531403601
"63552" 55 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 406 -1 0 -1 -1 1 6.00635315960173
"63613" 55 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 609 0 1 1 1 1 6.4118182677099
"63671" 55 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 484 0 1 1 1 1 6.18208490671663
"63707" 55 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 500 -1 0 -1 -1 1 6.21460809842219
"63798" 55 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 578 0 -1 1 -1 -1 6.35957386867238
"63855" 55 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 1218 -1 0 -1 -1 1 7.10496544826984
"63969" 55 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 312 0 -1 1 -1 -1 5.74300318780948
"63996" 55 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 453 0 -1 1 -1 -1 6.11589212548303
"64040" 55 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 641 1 0 -1 1 -1 6.46302945692067
"64058" 55 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 453 -1 0 -1 -1 1 6.11589212548303
"64078" 55 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 1047 1 0 -1 1 -1 6.95368421087054
"64133" 55 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 422 1 0 -1 1 -1 6.04500531403601
"64151" 55 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 843 0 -1 1 -1 -1 6.73696695800186
"64303" 55 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 812 0 1 1 1 1 6.69950034016168
"64332" 55 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 297 -1 0 -1 -1 1 5.6937321388027
"64378" 55 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 453 0 1 1 1 1 6.11589212548303
"64415" 55 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 1906 -1 0 -1 -1 1 7.55276208421415
"64441" 55 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 328 1 0 -1 1 -1 5.79301360838414
"64458" 55 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 453 1 0 -1 1 -1 6.11589212548303
"64506" 55 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 906 1 0 -1 1 -1 6.80903930604298
"64531" 55 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 500 0 -1 1 -1 -1 6.21460809842219
"64571" 55 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 391 0 1 1 1 1 5.96870755998537
"64656" 56 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 1078 0 -1 1 -1 -1 6.98286275146894
"64684" 56 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 4890 -1 0 -1 -1 1 8.49494758246892
"64712" 56 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 1281 -1 0 -1 -1 1 7.15539630189673
"64731" 56 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 985 0 1 1 1 1 6.89264164117209
"64755" 56 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 1047 1 0 -1 1 -1 6.95368421087054
"64772" 56 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 1906 -1 0 -1 -1 1 7.55276208421415
"64814" 56 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 4547 -1 0 -1 -1 1 8.42222295382501
"64900" 56 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 1297 0 -1 1 -1 -1 7.16780918431644
"65025" 56 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 516 -1 0 -1 -1 1 6.24610676548156
"65056" 56 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 937 0 1 1 1 1 6.84268328223842
"65091" 56 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 719 0 -1 1 -1 -1 6.57786135772105
"65113" 56 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 1422 1 0 -1 1 -1 7.25981961036319
"65143" 56 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 828 0 -1 1 -1 -1 6.71901315438526
"65205" 56 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 922 -1 0 -1 -1 1 6.82654522355659
"65235" 56 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 750 0 1 1 1 1 6.62007320653036
"65269" 56 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 766 0 1 1 1 1 6.64118216974059
"65286" 56 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 734 0 -1 1 -1 -1 6.59850902861452
"65369" 56 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 906 1 0 -1 1 -1 6.80903930604298
"65394" 56 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"65481" 56 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 438 1 0 -1 1 -1 6.08221891037645
"65607" 56 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 1109 1 0 -1 1 -1 7.01121398735037
"65634" 56 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 922 0 1 1 1 1 6.82654522355659
"65651" 56 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 578 0 -1 1 -1 -1 6.35957386867238
"65700" 56 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 579 1 0 -1 1 -1 6.361302477573
"65933" 57 "RC1" 2 "b" "3" "खायी_थी" "RCVerb" 3328 -1 0 -1 -1 1 8.1101268019411
"65954" 57 "RC1" 7 "c" "4" "साफ_किया_था," "RCVerb" 1062 0 1 1 1 1 6.96790920180188
"66010" 57 "RC1" 8 "d" "3" "रखा_था" "RCVerb" 578 0 -1 1 -1 -1 6.35957386867238
"66038" 57 "RC1" 19 "c" "4" "फेका_था," "RCVerb" 641 0 1 1 1 1 6.46302945692067
"66133" 57 "RC1" 9 "a" "5" "काटी_थी," "RCVerb" 719 1 0 -1 1 -1 6.57786135772105
"66168" 57 "RC1" 14 "b" "3" "खरीदी_थी" "RCVerb" 1438 -1 0 -1 -1 1 7.27100853828099
"66188" 57 "RC1" 12 "d" "5" "दिखाया_था" "RCVerb" 766 0 -1 1 -1 -1 6.64118216974059
"66208" 57 "RC1" 3 "c" "4" "चुना_था," "RCVerb" 532 0 1 1 1 1 6.27664348934164
"66312" 57 "RC1" 5 "a" "4" "खरीदी_थी," "RCVerb" 437 1 0 -1 1 -1 6.07993319509559
"66331" 57 "RC1" 13 "a" "4" "सुलझाई_थी," "RCVerb" 625 1 0 -1 1 -1 6.4377516497364
"66448" 57 "RC1" 15 "c" "4" "खरीदा_था," "RCVerb" 516 0 1 1 1 1 6.24610676548156
"66490" 57 "RC1" 18 "b" "3" "खरीदी_थी" "RCVerb" 2875 -1 0 -1 -1 1 7.96380795323145
"66506" 57 "RC1" 6 "b" "3" "गायी_थी" "RCVerb" 594 -1 0 -1 -1 1 6.38687931936265
"66536" 57 "RC1" 24 "d" "4" "बेचा_था" "RCVerb" 687 0 -1 1 -1 -1 6.53233429222235
"66551" 57 "RC1" 4 "d" "3" "खाया_था" "RCVerb" 1969 0 -1 1 -1 -1 7.58528107863913
"66592" 57 "RC1" 1 "a" "4" "पढ़ी_थी," "RCVerb" 531 1 0 -1 1 -1 6.27476202124194
"66624" 57 "RC1" 16 "d" "4" "खोला_था" "RCVerb" 468 0 -1 1 -1 -1 6.14846829591765
"66643" 57 "RC1" 23 "c" "4" "उठा_लिया_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"66687" 57 "RC1" 21 "a" "5" "उठायीं_थीं," "RCVerb" 562 1 0 -1 1 -1 6.33150184989369
"66703" 57 "RC1" 11 "c" "4" "बनाया_था," "RCVerb" 610 0 1 1 1 1 6.41345895716736
"66796" 57 "RC1" 17 "a" "4" "पहनी_हुई_थी," "RCVerb" 625 1 0 -1 1 -1 6.4377516497364
"66879" 57 "RC1" 20 "d" "3" "बनाया_था" "RCVerb" 641 0 -1 1 -1 -1 6.46302945692067
"66974" 57 "RC1" 22 "b" "3" "पकड़ी_थी" "RCVerb" 875 -1 0 -1 -1 1 6.77422388635761
"67101" 57 "RC1" 10 "b" "3" "मांगी_थी" "RCVerb" 578 -1 0 -1 -1 1 6.35957386867238
"67278" 58 "RC1" 2 "c" "4" "खाया_था," "RCVerb" 516 0 1 1 1 1 6.24610676548156
"67297" 58 "RC1" 10 "c" "4" "मांगा_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"67333" 58 "RC1" 15 "d" "3" "खरीदा_था" "RCVerb" 578 0 -1 1 -1 -1 6.35957386867238
"67351" 58 "RC1" 12 "a" "6" "दिखायी_थी," "RCVerb" 1282 1 0 -1 1 -1 7.15617663748062
"67390" 58 "RC1" 9 "b" "4" "काटी_थी" "RCVerb" 969 -1 0 -1 -1 1 6.87626461189077
"67416" 58 "RC1" 3 "d" "3" "चुना_था" "RCVerb" 1750 0 -1 1 -1 -1 7.46737106691756
"67460" 58 "RC1" 6 "c" "4" "गाया_था," "RCVerb" 531 0 1 1 1 1 6.27476202124194
"67488" 58 "RC1" 18 "c" "4" "खरीदा_था," "RCVerb" 250 0 1 1 1 1 5.52146091786225
"67536" 58 "RC1" 17 "b" "3" "पहनी_हुई_थी" "RCVerb" 1281 -1 0 -1 -1 1 7.15539630189673
"67600" 58 "RC1" 4 "a" "4" "खायी_थी," "RCVerb" 578 1 0 -1 1 -1 6.35957386867238
"67643" 58 "RC1" 14 "c" "4" "खरीदा_था," "RCVerb" 687 0 1 1 1 1 6.53233429222235
"67678" 58 "RC1" 21 "b" "4" "उठायीं_थीं" "RCVerb" 62 -1 0 -1 -1 1 4.12713438504509
"67714" 58 "RC1" 23 "d" "3" "उठा_लिया_था" "RCVerb" 1047 0 -1 1 -1 -1 6.95368421087054
"67730" 58 "RC1" 8 "a" "4" "रखी_थी," "RCVerb" 718 1 0 -1 1 -1 6.57646956904822
"67818" 58 "RC1" 24 "a" "5" "बेचीं_थीं," "RCVerb" 437 1 0 -1 1 -1 6.07993319509559
"67922" 58 "RC1" 5 "b" "3" "खरीदी_थी" "RCVerb" 1360 -1 0 -1 -1 1 7.2152399787301
"68022" 58 "RC1" 19 "d" "3" "फेका_था" "RCVerb" 641 0 -1 1 -1 -1 6.46302945692067
"68041" 58 "RC1" 13 "b" "3" "सुलझाई_थी" "RCVerb" 1781 -1 0 -1 -1 1 7.48493028328966
"68118" 58 "RC1" 11 "d" "3" "बनाया_था" "RCVerb" 1391 0 -1 1 -1 -1 7.23777819192344
"68158" 58 "RC1" 20 "a" "4" "बनायी_थी," "RCVerb" 532 1 0 -1 1 -1 6.27664348934164
"68188" 58 "RC1" 22 "c" "4" "पकड़ा_था," "RCVerb" 672 0 1 1 1 1 6.51025834052315
"68215" 58 "RC1" 16 "a" "5" "खोली_थी," "RCVerb" 625 1 0 -1 1 -1 6.4377516497364
"68332" 58 "RC1" 7 "d" "3" "साफ_किया_था" "RCVerb" 735 0 -1 1 -1 -1 6.59987049921284
"68349" 58 "RC1" 1 "b" "3" "पढ़ी_थी" "RCVerb" 1281 -1 0 -1 -1 1 7.15539630189673
"68440" 59 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 1469 -1 0 -1 -1 1 7.29233717617388
"68459" 59 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 813 -1 0 -1 -1 1 6.70073110954781
"68494" 59 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 656 0 1 1 1 1 6.48616078894409
"68565" 59 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 688 0 -1 1 -1 -1 6.53378883793334
"68589" 59 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 593 0 1 1 1 1 6.38519439899773
"68702" 59 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 1188 1 0 -1 1 -1 7.08002649992259
"68739" 59 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 1094 -1 0 -1 -1 1 6.99759598298193
"68798" 59 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 1313 1 0 -1 1 -1 7.1800698743028
"68895" 59 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 719 0 -1 1 -1 -1 6.57786135772105
"68954" 59 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 1438 1 0 -1 1 -1 7.27100853828099
"68972" 59 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 766 1 0 -1 1 -1 6.64118216974059
"69019" 59 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 922 0 1 1 1 1 6.82654522355659
"69046" 59 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 532 1 0 -1 1 -1 6.27664348934164
"69106" 59 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 1469 -1 0 -1 -1 1 7.29233717617388
"69215" 59 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 781 0 -1 1 -1 -1 6.66057514983969
"69280" 59 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 844 0 1 1 1 1 6.73815249459596
"69296" 59 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 547 0 -1 1 -1 -1 6.30444880242198
"69318" 59 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 531 0 -1 1 -1 -1 6.27476202124194
"69360" 59 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 516 0 1 1 1 1 6.24610676548156
"69391" 59 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 984 -1 0 -1 -1 1 6.89162589705225
"69453" 59 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 985 0 -1 1 -1 -1 6.89264164117209
"69527" 59 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 640 1 0 -1 1 -1 6.46146817635372
"69553" 59 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 407 -1 0 -1 -1 1 6.00881318544259
"69592" 59 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 453 0 1 1 1 1 6.11589212548303
"69921" 6 "RC1" 3 "d" "3" "चुना_था" "RCVerb" 469 0 -1 1 -1 -1 6.15060276844628
"69966" 6 "RC1" 8 "a" "4" "रखी_थी," "RCVerb" 938 1 0 -1 1 -1 6.84374994900622
"70094" 6 "RC1" 18 "c" "4" "खरीदा_था," "RCVerb" 750 0 1 1 1 1 6.62007320653036
"70122" 6 "RC1" 16 "a" "5" "खोली_थी," "RCVerb" 547 1 0 -1 1 -1 6.30444880242198
"70180" 6 "RC1" 11 "d" "3" "बनाया_था" "RCVerb" 578 0 -1 1 -1 -1 6.35957386867238
"70236" 6 "RC1" 15 "d" "3" "खरीदा_था" "RCVerb" 766 0 -1 1 -1 -1 6.64118216974059
"70285" 6 "RC1" 1 "b" "3" "पढ़ी_थी" "RCVerb" 1203 -1 0 -1 -1 1 7.09257371597468
"70374" 6 "RC1" 2 "c" "4" "खाया_था," "RCVerb" 469 0 1 1 1 1 6.15060276844628
"70400" 6 "RC1" 21 "b" "4" "उठायीं_थीं" "RCVerb" 1203 -1 0 -1 -1 1 7.09257371597468
"70436" 6 "RC1" 14 "c" "4" "खरीदा_था," "RCVerb" 610 0 1 1 1 1 6.41345895716736
"70467" 6 "RC1" 10 "c" "4" "मांगा_था," "RCVerb" 1000 0 1 1 1 1 6.90775527898214
"70499" 6 "RC1" 19 "d" "3" "फेका_था" "RCVerb" 625 0 -1 1 -1 -1 6.4377516497364
"70516" 6 "RC1" 22 "c" "4" "पकड़ा_था," "RCVerb" 1359 0 1 1 1 1 7.21450441415114
"70549" 6 "RC1" 7 "d" "3" "साफ_किया_था" "RCVerb" 969 0 -1 1 -1 -1 6.87626461189077
"70579" 6 "RC1" 13 "b" "3" "सुलझाई_थी" "RCVerb" 453 -1 0 -1 -1 1 6.11589212548303
"70611" 6 "RC1" 5 "b" "3" "खरीदी_थी" "RCVerb" 813 -1 0 -1 -1 1 6.70073110954781
"70639" 6 "RC1" 23 "d" "3" "उठा_लिया_था" "RCVerb" 516 0 -1 1 -1 -1 6.24610676548156
"70672" 6 "RC1" 9 "b" "4" "काटी_थी" "RCVerb" 1266 -1 0 -1 -1 1 7.14361760270412
"70707" 6 "RC1" 17 "b" "3" "पहनी_हुई_थी" "RCVerb" 922 -1 0 -1 -1 1 6.82654522355659
"70736" 6 "RC1" 6 "c" "4" "गाया_था," "RCVerb" 844 0 1 1 1 1 6.73815249459596
"70755" 6 "RC1" 24 "a" "5" "बेचीं_थीं," "RCVerb" 969 1 0 -1 1 -1 6.87626461189077
"70834" 6 "RC1" 4 "a" "4" "खायी_थी," "RCVerb" 468 1 0 -1 1 -1 6.14846829591765
"70854" 6 "RC1" 12 "a" "6" "दिखायी_थी," "RCVerb" 1156 1 0 -1 1 -1 7.05272104923232
"70890" 6 "RC1" 20 "a" "4" "बनायी_थी," "RCVerb" 641 1 0 -1 1 -1 6.46302945692067
"70969" 60 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 891 0 1 1 1 1 6.79234442747081
"70995" 60 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 2578 1 0 -1 1 -1 7.85476918349913
"71061" 60 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 406 0 1 1 1 1 6.00635315960173
"71076" 60 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 2313 -1 0 -1 -1 1 7.74630066223144
"71094" 60 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 906 0 -1 1 -1 -1 6.80903930604298
"71197" 60 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 484 -1 0 -1 -1 1 6.18208490671663
"71241" 60 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 2125 -1 0 -1 -1 1 7.66152708135852
"71343" 60 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 781 1 0 -1 1 -1 6.66057514983969
"71371" 60 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 703 -1 0 -1 -1 1 6.55535689181067
"71449" 60 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 453 -1 0 -1 -1 1 6.11589212548303
"71487" 60 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 375 0 -1 1 -1 -1 5.92692602597041
"71503" 60 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 578 0 -1 1 -1 -1 6.35957386867238
"71523" 60 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 453 0 1 1 1 1 6.11589212548303
"71586" 60 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 344 -1 0 -1 -1 1 5.8406416573734
"71640" 60 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 1219 1 0 -1 1 -1 7.10578612948127
"71704" 60 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 1188 0 -1 1 -1 -1 7.08002649992259
"71729" 60 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 453 0 -1 1 -1 -1 6.11589212548303
"71747" 60 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 375 1 0 -1 1 -1 5.92692602597041
"71842" 60 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 421 0 1 1 1 1 6.04263283368238
"71902" 60 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 1015 0 1 1 1 1 6.92264389147589
"71927" 60 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 390 0 -1 1 -1 -1 5.96614673912369
"71971" 60 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 359 1 0 -1 1 -1 5.88332238848828
